src_ip,dst_ip,protocol,length,src_port,dst_port,timestamp
142.251.12.95,10.167.121.208,6,85,443,56851,1711808006.71897
10.167.121.208,142.251.12.95,6,169,56851,443,1711808006.71902
142.251.12.95,10.167.121.208,6,293,443,56851,1711808006.726664
142.251.12.95,10.167.121.208,6,1172,443,56851,1711808006.726664
142.251.12.95,10.167.121.208,6,93,443,56851,1711808006.726664
10.167.121.208,142.251.12.95,6,54,56851,443,1711808006.726727
10.167.121.208,142.251.12.95,6,117,56851,443,1711808006.728883
142.251.12.95,10.167.121.208,6,54,443,56851,1711808006.736453
10.167.127.254,10.167.127.245,2048,56,0,0,1711808006.738597
142.251.12.95,10.167.121.208,6,56,443,56851,1711808006.741963
10.167.121.208,142.251.12.95,6,54,56851,443,1711808006.742007
10.167.121.146,224.0.0.251,17,221,5353,5353,1711808006.943388
0.0.0.0,0.0.0.0,0,241,5353,5353,1711808006.943528
10.167.127.254,10.167.121.144,2048,56,0,0,1711808006.943596
10.167.127.254,10.167.125.237,2048,56,0,0,1711808007.045803
10.167.127.254,10.167.127.241,2048,56,0,0,1711808007.045916
10.167.127.158,224.0.0.251,17,85,5353,5353,1711808007.046897
0.0.0.0,0.0.0.0,0,105,5353,5353,1711808007.047037
10.167.127.254,10.167.126.75,2048,56,0,0,1711808007.050243
10.167.121.208,10.167.121.5,6,66,56784,26,1711808007.107402
10.167.121.208,10.167.121.5,6,66,56781,22,1711808007.107402
10.167.121.208,10.167.121.5,6,66,56782,23,1711808007.107402
10.167.121.208,10.167.121.5,6,66,56787,28,1711808007.107582
10.167.121.208,10.167.121.5,6,66,56786,27,1711808007.110299
10.167.121.208,10.167.121.5,6,66,56788,29,1711808007.110315
10.167.121.208,10.167.121.5,6,66,56780,21,1711808007.110764
10.167.121.208,10.167.121.5,6,66,56783,24,1711808007.110773
10.167.121.208,10.167.121.5,6,66,56785,25,1711808007.110778
10.167.121.208,10.167.121.5,6,66,56821,61,1711808007.116396
10.167.121.208,10.167.121.5,6,66,56822,62,1711808007.116396
10.167.121.208,10.167.121.5,6,66,56823,63,1711808007.119838
10.167.121.208,10.167.121.5,6,66,56825,65,1711808007.119897
10.167.121.208,10.167.121.5,6,66,56824,66,1711808007.119897
10.167.121.208,10.167.121.5,6,66,56789,30,1711808007.119897
10.167.121.208,10.167.121.5,6,66,56826,64,1711808007.11992
10.167.121.208,10.167.121.5,6,66,56852,91,1711808007.12287
10.167.121.208,10.167.121.5,6,66,56853,92,1711808007.123389
10.167.121.208,10.167.121.5,6,66,56842,82,1711808007.123807
10.167.121.208,10.167.121.5,6,66,56841,81,1711808007.123827
10.167.121.208,10.167.121.5,6,66,56827,67,1711808007.123855
10.167.121.208,10.167.121.5,6,66,56844,84,1711808007.12723
10.167.121.208,10.167.121.5,6,66,56845,85,1711808007.12723
10.167.121.208,10.167.121.5,6,66,56843,83,1711808007.127372
10.167.121.208,10.167.121.5,6,66,56854,93,1711808007.127742
10.167.121.208,10.167.121.5,6,66,56855,94,1711808007.128085
10.167.121.208,10.167.121.5,6,66,56847,87,1711808007.131361
10.167.121.208,10.167.121.5,6,66,56828,68,1711808007.131361
10.167.121.208,10.167.121.5,6,66,56846,86,1711808007.131361
10.167.121.208,10.167.121.5,6,66,56830,70,1711808007.13141
10.167.121.208,10.167.121.5,6,66,56829,69,1711808007.131485
10.167.121.208,10.167.121.5,6,66,56856,95,1711808007.13261
10.167.121.208,10.167.121.5,6,66,56857,96,1711808007.132713
10.167.121.208,10.167.121.5,6,66,56858,97,1711808007.132757
10.167.121.208,10.167.121.5,6,66,56848,88,1711808007.137334
10.167.121.208,10.167.121.5,6,66,56850,90,1711808007.137424
10.167.121.208,10.167.121.5,6,66,56849,89,1711808007.137424
10.167.121.208,10.167.121.5,6,66,56859,98,1711808007.137736
10.167.121.208,10.167.121.5,6,66,56860,99,1711808007.137812
10.167.121.208,10.167.121.5,6,66,56861,100,1711808007.138123
10.167.123.167,239.255.255.250,17,217,62531,1900,1711808007.14823
10.167.127.254,10.167.121.91,2048,56,0,0,1711808007.148359
10.167.123.167,10.167.122.59,2048,56,0,0,1711808007.148688
91.108.56.145,10.167.121.208,6,159,443,60963,1711808007.200503
10.167.121.208,91.108.56.145,6,319,60963,443,1711808007.202029
10.167.127.254,10.167.124.25,2048,56,0,0,1711808007.250826
10.167.120.208,224.0.0.251,17,103,5353,5353,1711808007.250859
91.108.56.145,10.167.121.208,6,54,443,60963,1711808007.258686
10.167.127.254,10.167.120.255,2048,56,0,0,1711808007.45503
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808007.455068
10.167.123.104,224.0.0.252,17,75,63434,5355,1711808007.456719
0.0.0.0,0.0.0.0,0,95,63434,5355,1711808007.456788
0.0.0.0,0.0.0.0,0,101,5353,5353,1711808007.456908
10.167.124.36,239.255.255.250,17,217,55130,1900,1711808007.557903
10.167.124.250,224.0.0.251,17,103,5353,5353,1711808007.558221
10.167.122.26,239.255.255.250,17,212,49512,1900,1711808007.660149
10.167.121.239,239.255.255.250,17,216,55705,1900,1711808007.660242
10.167.123.104,10.167.127.255,17,92,137,137,1711808007.865109
10.167.123.104,224.0.0.252,17,75,63434,5355,1711808007.865263
0.0.0.0,0.0.0.0,0,95,63434,5355,1711808007.866303
10.167.127.254,10.167.121.144,2048,56,0,0,1711808007.96746
10.167.123.167,10.167.122.59,2048,56,0,0,1711808007.967485
10.167.122.33,224.0.0.251,17,138,5353,5353,1711808007.968095
0.0.0.0,0.0.0.0,0,158,5353,5353,1711808007.968217
10.167.127.254,10.167.127.241,2048,56,0,0,1711808008.069841
10.167.127.254,10.167.126.75,2048,56,0,0,1711808008.069873
10.167.121.208,10.167.121.5,6,66,56791,32,1711808008.106161
10.167.121.208,10.167.121.5,6,66,56790,31,1711808008.106161
10.167.121.208,10.167.121.5,6,66,56792,33,1711808008.106204
10.167.121.208,10.167.121.5,6,66,56794,35,1711808008.110175
10.167.121.208,10.167.121.5,6,66,56793,34,1711808008.110235
10.167.121.208,10.167.121.5,6,66,56795,36,1711808008.114091
10.167.121.208,10.167.121.5,6,66,56831,71,1711808008.120897
10.167.121.208,10.167.121.5,6,66,56833,73,1711808008.120933
10.167.121.208,10.167.121.5,6,66,56832,72,1711808008.120967
10.167.121.208,10.167.121.5,6,66,56852,91,1711808008.12407
10.167.121.208,10.167.121.5,6,66,56834,74,1711808008.124086
10.167.121.208,10.167.121.5,6,66,56853,92,1711808008.124086
10.167.121.208,10.167.121.5,6,66,56798,39,1711808008.124091
10.167.121.208,10.167.121.5,6,66,56796,37,1711808008.1241
10.167.121.208,10.167.121.5,6,66,56797,38,1711808008.124109
10.167.121.208,10.167.121.5,6,66,56862,101,1711808008.125723
10.167.121.208,10.167.121.5,6,66,56863,102,1711808008.126008
10.167.121.208,10.167.121.5,6,66,56836,76,1711808008.127908
10.167.121.208,10.167.121.5,6,66,56835,75,1711808008.127975
10.167.121.208,10.167.121.5,6,66,56854,93,1711808008.128011
10.167.121.208,10.167.121.5,6,66,56855,94,1711808008.128073
10.167.121.208,10.167.121.5,6,66,56799,40,1711808008.128076
10.167.121.208,10.167.121.5,6,66,56837,77,1711808008.128285
10.167.121.208,10.167.121.5,6,66,56838,78,1711808008.130874
10.167.121.208,10.167.121.5,6,66,56864,103,1711808008.132325
10.167.121.208,10.167.121.5,6,66,56865,104,1711808008.132416
10.167.121.208,10.167.121.5,6,66,56856,95,1711808008.135016
10.167.121.208,10.167.121.5,6,66,56858,97,1711808008.135062
10.167.121.208,10.167.121.5,6,66,56857,96,1711808008.135062
10.167.121.208,10.167.121.5,6,66,56866,105,1711808008.135773
10.167.121.208,10.167.121.5,6,66,56867,106,1711808008.135984
10.167.121.208,10.167.121.5,6,66,56839,79,1711808008.138937
10.167.121.208,10.167.121.5,6,66,56840,80,1711808008.138954
10.167.121.208,10.167.121.5,6,66,56860,99,1711808008.138977
10.167.121.208,10.167.121.5,6,66,56868,108,1711808008.139699
10.167.121.208,10.167.121.5,6,66,56859,98,1711808008.139978
10.167.121.208,10.167.121.5,6,66,56861,100,1711808008.140005
10.167.121.208,10.167.121.5,6,66,56869,107,1711808008.14018
10.167.121.208,10.167.121.5,6,66,56870,109,1711808008.140422
10.167.121.208,10.167.121.5,6,66,56871,110,1711808008.140634
10.167.123.167,239.255.255.250,17,217,62531,1900,1711808008.172603
10.167.127.254,10.167.121.91,2048,56,0,0,1711808008.172814
10.167.121.210,239.255.255.250,17,216,51910,1900,1711808008.172995
10.167.127.254,10.167.122.125,2048,56,0,0,1711808008.173182
10.167.121.210,239.255.255.250,17,217,51912,1900,1711808008.274775
10.167.127.254,10.167.124.25,2048,56,0,0,1711808008.274999
10.167.122.32,224.0.0.251,17,103,5353,5353,1711808008.376712
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808008.479573
0.0.0.0,0.0.0.0,0,101,5353,5353,1711808008.479684
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808008.47974
0.0.0.0,0.0.0.0,0,101,5353,5353,1711808008.479772
10.167.124.36,239.255.255.250,17,217,55130,1900,1711808008.581786
0.0.0.0,0.0.0.0,0,144,5353,5353,1711808008.582347
10.167.122.19,224.0.0.251,17,124,5353,5353,1711808008.582421
10.167.122.26,239.255.255.250,17,212,49512,1900,1711808008.582478
10.167.121.239,239.255.255.250,17,216,55705,1900,1711808008.5825
10.167.123.104,10.167.127.255,17,92,137,137,1711808008.583057
10.167.127.254,10.167.127.245,2048,56,0,0,1711808008.684734
10.167.127.237,239.255.255.250,17,216,58963,1900,1711808008.786719
10.167.127.237,239.255.255.250,17,217,58964,1900,1711808008.786803
0.0.0.0,0.0.0.0,0,241,5353,5353,1711808008.890612
10.167.121.146,224.0.0.251,17,221,5353,5353,1711808008.89082
10.167.122.71,224.0.0.251,17,70,5353,5353,1711808008.991474
10.167.122.71,224.0.0.252,17,64,60032,5355,1711808008.991607
10.167.122.71,224.0.0.252,17,64,58467,5355,1711808008.992145
10.167.122.71,224.0.0.251,17,70,5353,5353,1711808008.992169
10.167.123.167,10.167.122.59,2048,56,0,0,1711808008.992218
10.167.123.118,239.255.255.250,17,164,43224,1900,1711808008.992784
10.167.123.118,239.255.255.250,17,167,34829,1900,1711808008.992809
10.167.127.254,10.167.127.241,2048,56,0,0,1711808009.094095
10.167.127.254,10.167.126.75,2048,56,0,0,1711808009.09413
10.167.121.208,10.167.121.5,6,66,56802,44,1711808009.110799
10.167.121.208,10.167.121.5,6,66,56800,41,1711808009.110828
10.167.121.208,10.167.121.5,6,66,56804,45,1711808009.11087
10.167.121.208,10.167.121.5,6,66,56803,42,1711808009.113825
10.167.121.208,10.167.121.5,6,66,56801,43,1711808009.113834
10.167.121.208,10.167.121.5,6,66,56805,46,1711808009.116763
10.167.121.208,10.167.121.5,6,66,56841,81,1711808009.124755
10.167.121.208,10.167.121.5,6,66,56806,47,1711808009.124755
10.167.121.208,10.167.121.5,6,66,56807,48,1711808009.124779
10.167.121.208,10.167.121.5,6,66,56808,49,1711808009.124806
10.167.121.208,10.167.121.5,6,66,56842,82,1711808009.124848
10.167.121.208,10.167.121.5,6,66,56843,83,1711808009.126701
10.167.121.208,10.167.121.5,6,66,56863,102,1711808009.126741
10.167.121.208,10.167.121.5,6,66,56862,101,1711808009.126785
10.167.121.208,10.167.121.5,6,66,56844,84,1711808009.126799
10.167.121.208,10.167.121.5,6,66,56809,50,1711808009.126863
10.167.121.208,10.167.121.5,6,66,56872,111,1711808009.127576
10.167.121.208,10.167.121.5,6,66,56873,112,1711808009.127716
10.167.121.208,10.167.121.5,6,66,56845,85,1711808009.128869
10.167.121.208,10.167.121.5,6,66,56846,86,1711808009.13125
10.167.121.208,10.167.121.5,6,66,56847,87,1711808009.13125
10.167.121.208,10.167.121.5,6,66,56864,103,1711808009.134287
10.167.121.208,10.167.121.5,6,66,56865,104,1711808009.134363
10.167.121.208,10.167.121.5,6,66,56874,113,1711808009.135194
10.167.121.208,10.167.121.5,6,66,56875,114,1711808009.135379
10.167.121.208,10.167.121.5,6,66,56866,105,1711808009.137181
10.167.121.208,10.167.121.5,6,66,56850,90,1711808009.137205
10.167.121.208,10.167.121.5,6,66,56849,89,1711808009.137205
10.167.121.208,10.167.121.5,6,66,56867,106,1711808009.137234
10.167.121.208,10.167.121.5,6,66,56848,88,1711808009.13725
10.167.121.208,10.167.121.5,6,66,56876,115,1711808009.138157
10.167.121.208,10.167.121.5,6,66,56877,116,1711808009.138288
10.167.121.208,10.167.121.5,6,66,56869,107,1711808009.140127
10.167.121.208,10.167.121.5,6,66,56868,108,1711808009.140139
10.167.121.208,10.167.121.5,6,66,56870,109,1711808009.140142
10.167.121.208,10.167.121.5,6,66,56878,117,1711808009.141735
10.167.121.208,10.167.121.5,6,66,56879,118,1711808009.141863
10.167.121.208,10.167.121.5,6,66,56880,119,1711808009.142239
10.167.121.208,10.167.121.5,6,66,56871,110,1711808009.142458
10.167.121.208,10.167.121.5,6,66,56881,120,1711808009.142809
10.167.125.153,239.255.255.250,17,217,54851,1900,1711808009.196216
10.167.125.153,224.0.0.251,17,70,5353,5353,1711808009.196397
0.0.0.0,0.0.0.0,0,90,5353,5353,1711808009.19655
10.167.125.153,224.0.0.251,17,70,5353,5353,1711808009.196716
0.0.0.0,0.0.0.0,0,90,5353,5353,1711808009.196865
0.0.0.0,0.0.0.0,0,84,61369,5355,1711808009.197132
10.167.125.153,224.0.0.252,17,64,61455,5355,1711808009.198348
10.167.125.153,224.0.0.252,17,64,61369,5355,1711808009.198432
0.0.0.0,0.0.0.0,0,84,61455,5355,1711808009.19985
10.167.123.248,10.167.127.255,17,86,57621,57621,1711808009.199901
10.167.127.254,10.167.122.125,2048,56,0,0,1711808009.200287
10.167.121.210,239.255.255.250,17,216,51910,1900,1711808009.200294
10.167.121.210,239.255.255.250,17,217,51912,1900,1711808009.200323
10.167.127.254,10.167.124.131,2048,56,0,0,1711808009.29856
10.167.127.254,10.167.124.25,2048,56,0,0,1711808009.298616
10.167.122.71,224.0.0.252,17,64,60032,5355,1711808009.299123
10.167.122.71,224.0.0.252,17,64,58467,5355,1711808009.299199
10.167.122.71,10.167.127.255,17,92,137,137,1711808009.299226
10.167.122.71,10.167.127.255,17,92,137,137,1711808009.299263
10.167.120.159,239.255.255.250,17,167,46862,1900,1711808009.299685
10.167.120.159,239.255.255.250,17,167,46862,1900,1711808009.299716
10.167.120.159,239.255.255.250,17,167,46862,1900,1711808009.299732
10.167.121.140,10.167.127.255,17,186,53689,51007,1711808009.299747
10.167.123.104,10.167.127.255,17,92,137,137,1711808009.400718
10.167.121.198,239.255.255.250,17,216,58202,1900,1711808009.50331
10.167.124.218,239.255.255.250,17,216,57460,1900,1711808009.503429
10.167.125.153,224.0.0.252,17,64,61369,5355,1711808009.605823
10.167.125.153,10.167.127.255,17,92,137,137,1711808009.605947
0.0.0.0,0.0.0.0,0,84,61369,5355,1711808009.606004
0.0.0.0,0.0.0.0,0,84,61455,5355,1711808009.606042
10.167.125.153,224.0.0.252,17,64,61455,5355,1711808009.606057
10.167.124.36,239.255.255.250,17,217,55130,1900,1711808009.606573
10.167.122.26,239.255.255.250,17,212,49512,1900,1711808009.606639
10.167.127.254,10.167.126.196,2048,56,0,0,1711808009.606679
10.167.122.19,224.0.0.251,17,326,5353,5353,1711808009.708222
0.0.0.0,0.0.0.0,0,346,5353,5353,1711808009.708587
10.167.124.151,239.255.255.250,17,217,55901,1900,1711808009.708743
10.167.127.237,239.255.255.250,17,216,58963,1900,1711808009.708805
10.167.127.237,239.255.255.250,17,217,58964,1900,1711808009.810753
10.167.124.218,239.255.255.250,17,217,57461,1900,1711808009.810861
10.167.122.71,224.0.0.251,17,70,5353,5353,1711808009.810894
10.167.121.208,10.167.121.5,2048,42,0,0,1711808009.860055
52.123.173.180,10.167.121.208,6,456,443,60979,1711808009.86409
10.167.121.208,52.123.173.180,6,1444,60979,443,1711808009.894791
10.167.121.208,52.123.173.180,6,381,60979,443,1711808009.894791
52.123.173.180,10.167.121.208,6,54,443,60979,1711808009.996601
10.167.121.147,224.0.0.251,17,538,5353,5353,1711808010.015543
0.0.0.0,0.0.0.0,0,558,5353,5353,1711808010.015718
10.167.122.33,224.0.0.251,17,138,5353,5353,1711808010.015762
0.0.0.0,0.0.0.0,0,158,5353,5353,1711808010.015791
10.167.121.208,10.167.121.5,6,66,56810,51,1711808010.116405
10.167.121.208,10.167.121.5,6,66,56813,54,1711808010.116522
10.167.121.208,10.167.121.5,6,66,56811,52,1711808010.116578
10.167.121.208,10.167.121.5,6,66,56812,53,1711808010.116594
10.167.122.71,10.167.127.255,17,92,137,137,1711808010.117485
10.167.122.71,10.167.127.255,17,92,137,137,1711808010.117549
10.167.125.153,239.255.255.250,17,217,54851,1900,1711808010.117959
10.167.125.153,224.0.0.251,17,70,5353,5353,1711808010.117996
10.167.125.153,224.0.0.251,17,70,5353,5353,1711808010.119155
0.0.0.0,0.0.0.0,0,90,5353,5353,1711808010.119288
0.0.0.0,0.0.0.0,0,90,5353,5353,1711808010.119654
10.167.121.208,10.167.121.5,6,66,56814,55,1711808010.121228
10.167.121.208,10.167.121.5,6,66,56815,56,1711808010.121287
10.167.121.208,10.167.121.5,6,66,56852,91,1711808010.124363
10.167.121.208,10.167.121.5,6,66,56853,92,1711808010.126291
10.167.121.208,10.167.121.5,6,66,56872,111,1711808010.129046
10.167.121.208,10.167.121.5,6,66,56819,60,1711808010.129049
10.167.121.208,10.167.121.5,6,66,56854,93,1711808010.129103
10.167.121.208,10.167.121.5,6,66,56817,58,1711808010.129133
10.167.121.208,10.167.121.5,6,66,56816,57,1711808010.129187
10.167.121.208,10.167.121.5,6,66,56873,112,1711808010.129187
10.167.121.208,10.167.121.5,6,66,56855,94,1711808010.129195
10.167.121.208,10.167.121.5,6,66,56818,59,1711808010.129237
10.167.121.208,10.167.121.5,6,66,56882,121,1711808010.130634
10.167.121.208,10.167.121.5,6,66,56883,122,1711808010.13159
10.167.121.208,10.167.121.5,6,66,56875,114,1711808010.136907
10.167.121.208,10.167.121.5,6,66,56857,96,1711808010.136917
10.167.121.208,10.167.121.5,6,66,56858,97,1711808010.136917
10.167.121.208,10.167.121.5,6,66,56856,95,1711808010.13693
10.167.121.208,10.167.121.5,6,66,56874,113,1711808010.136994
10.167.121.208,10.167.121.5,6,66,56884,123,1711808010.137826
10.167.121.208,10.167.121.5,6,66,56885,124,1711808010.138483
10.167.121.208,10.167.121.5,6,66,56877,116,1711808010.138802
10.167.121.208,10.167.121.5,6,66,56876,115,1711808010.138876
10.167.121.208,10.167.121.5,6,66,56886,125,1711808010.13964
10.167.121.208,10.167.121.5,6,66,56859,98,1711808010.14086
10.167.121.208,10.167.121.5,6,66,56861,100,1711808010.140892
10.167.121.208,10.167.121.5,6,66,56860,99,1711808010.14092
10.167.121.208,10.167.121.5,6,66,56880,119,1711808010.14392
10.167.121.208,10.167.121.5,6,66,56879,118,1711808010.143928
10.167.121.208,10.167.121.5,6,66,56878,117,1711808010.144021
10.167.121.208,10.167.121.5,6,66,56881,120,1711808010.144062
10.167.120.149,239.255.255.250,17,167,40816,1900,1711808010.220125
10.167.127.254,10.167.122.125,2048,56,0,0,1711808010.220235
10.167.127.254,10.167.124.131,2048,56,0,0,1711808010.221052
10.167.127.254,10.167.124.25,2048,56,0,0,1711808010.221376
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808010.221401
0.0.0.0,0.0.0.0,0,101,5353,5353,1711808010.221568
0.0.0.0,0.0.0.0,0,95,54781,5355,1711808010.221663
10.167.123.104,224.0.0.252,17,75,54781,5355,1711808010.221729
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808010.22178
10.167.121.198,239.255.255.250,17,216,58202,1900,1711808010.527693
10.167.124.218,239.255.255.250,17,216,57460,1900,1711808010.52786
10.167.121.5,10.167.121.208,2048,60,0,0,1711808010.588062
10.167.127.254,10.167.126.196,2048,56,0,0,1711808010.630206
10.167.123.104,224.0.0.252,17,75,54781,5355,1711808010.73247
0.0.0.0,0.0.0.0,0,95,54781,5355,1711808010.732605
10.167.123.104,10.167.127.255,17,92,137,137,1711808010.733746
10.167.124.151,239.255.255.250,17,217,55901,1900,1711808010.733796
10.167.127.254,10.167.127.245,2048,56,0,0,1711808010.733824
10.167.127.237,239.255.255.250,17,216,58963,1900,1711808010.736248
10.167.121.15,224.0.0.251,17,110,5353,5353,1711808010.834726
0.0.0.0,0.0.0.0,0,130,5353,5353,1711808010.834909
10.167.122.71,10.167.127.255,17,92,137,137,1711808010.834983
10.167.122.71,10.167.127.255,17,92,137,137,1711808010.83503
10.167.127.237,239.255.255.250,17,217,58964,1900,1711808010.835054
10.167.124.218,239.255.255.250,17,217,57461,1900,1711808010.835089
10.167.120.237,224.0.0.251,17,103,5353,5353,1711808010.83525
0.0.0.0,0.0.0.0,0,105,5353,5353,1711808010.835387
10.167.124.61,224.0.0.251,17,85,5353,5353,1711808010.835448
10.167.127.254,10.167.121.18,2048,56,0,0,1711808010.835511
10.167.127.254,10.167.127.241,2048,56,0,0,1711808011.040343
10.167.121.208,192.168.10.2,17,83,62581,53,1711808011.055653
10.167.121.208,192.168.10.2,17,83,62581,53,1711808011.087891
192.168.10.2,10.167.121.208,17,227,53,62581,1711808011.102541
10.167.121.208,58.27.86.24,6,66,56887,80,1711808011.107283
10.167.121.208,10.167.121.5,6,66,56821,61,1711808011.116266
10.167.121.208,10.167.121.5,6,66,56822,62,1711808011.118413
10.167.121.208,10.167.121.5,6,66,56824,66,1711808011.121014
10.167.121.208,10.167.121.5,6,66,56825,65,1711808011.121044
10.167.121.208,10.167.121.5,6,66,56826,64,1711808011.121052
10.167.121.208,10.167.121.5,6,66,56823,63,1711808011.121139
192.168.10.2,10.167.121.208,17,227,53,62581,1711808011.123619
10.167.121.208,10.167.121.5,6,66,56827,67,1711808011.126788
10.167.121.208,10.167.121.5,6,66,56862,101,1711808011.129608
10.167.121.208,10.167.121.5,6,66,56863,102,1711808011.12967
10.167.121.208,10.167.121.5,6,66,56829,69,1711808011.130741
10.167.121.208,10.167.121.5,6,66,56828,68,1711808011.131766
10.167.121.208,10.167.121.5,6,66,56882,121,1711808011.131811
10.167.121.208,10.167.121.5,6,66,56830,70,1711808011.131821
10.167.121.208,10.167.121.5,6,66,56883,122,1711808011.133746
10.167.121.208,10.167.121.5,6,66,56865,104,1711808011.136686
10.167.121.208,10.167.121.5,6,66,56866,105,1711808011.136785
10.167.121.208,10.167.121.5,6,66,56867,106,1711808011.136785
10.167.121.208,10.167.121.5,6,66,56864,103,1711808011.136808
10.167.121.208,10.167.121.5,6,66,56885,124,1711808011.138667
10.167.121.208,10.167.121.5,6,66,56884,123,1711808011.138667
10.167.121.208,10.167.121.5,6,66,56886,125,1711808011.139765
10.167.121.208,10.167.121.5,6,66,56869,107,1711808011.139778
10.167.121.208,10.167.121.5,6,66,56870,109,1711808011.139781
10.167.127.254,10.167.126.75,2048,56,0,0,1711808011.141428
10.167.125.153,239.255.255.250,17,217,54851,1900,1711808011.141519
10.167.121.208,10.167.121.5,6,66,56868,108,1711808011.141704
10.167.121.208,10.167.121.5,6,66,56871,110,1711808011.141727
58.27.86.24,10.167.121.208,6,66,80,56887,1711808011.17417
10.167.121.208,58.27.86.24,6,54,56887,80,1711808011.174243
10.167.121.208,58.27.86.24,6,165,56887,80,1711808011.17532
58.27.86.24,10.167.121.208,6,54,80,56887,1711808011.228363
58.27.86.24,10.167.121.208,6,241,80,56887,1711808011.228363
58.27.86.24,10.167.121.208,6,56,80,56887,1711808011.228363
10.167.121.208,58.27.86.24,6,54,56887,80,1711808011.228427
10.167.121.208,58.27.86.24,6,54,56887,80,1711808011.228512
10.167.121.210,239.255.255.250,17,216,51910,1900,1711808011.24408
10.167.127.254,10.167.124.131,2048,56,0,0,1711808011.24415
10.167.121.210,239.255.255.250,17,217,51912,1900,1711808011.244663
10.167.123.104,224.0.0.251,17,81,5353,5353,1711808011.244725
0.0.0.0,0.0.0.0,0,101,5353,5353,1711808011.248572
58.27.86.24,10.167.121.208,6,54,80,56887,1711808011.282979
10.167.123.118,239.255.255.250,17,164,39335,1900,1711808011.34656
10.167.123.118,239.255.255.250,17,167,38096,1900,1711808011.346806
10.167.121.208,10.167.121.6,2048,42,0,0,1711808011.361353
10.167.121.111,10.167.121.208,2048,60,0,0,1711808011.38579
10.167.127.254,10.167.121.207,2048,56,0,0,1711808011.449231
10.167.123.104,10.167.127.255,17,92,137,137,1711808011.449279
10.167.121.198,239.255.255.250,17,216,58202,1900,1711808011.450046
10.167.127.248,10.167.121.208,2048,60,0,0,1711808011.457572
10.167.124.218,239.255.255.250,17,216,57460,1900,1711808011.553787
10.167.125.18,169.254.169.254,2048,60,0,0,1711808011.553911
10.167.127.254,10.167.126.196,2048,56,0,0,1711808011.658029
10.167.127.254,10.167.125.134,2048,56,0,0,1711808011.65806
10.167.124.151,239.255.255.250,17,217,55901,1900,1711808011.758224
10.167.127.254,10.167.127.245,2048,56,0,0,1711808011.758307
10.167.124.218,239.255.255.250,17,217,57461,1900,1711808011.859052
10.167.120.243,224.0.0.251,17,85,5353,5353,1711808011.859228
0.0.0.0,0.0.0.0,0,105,5353,5353,1711808011.859321
10.167.121.0,224.0.0.251,17,103,5353,5353,1711808011.859598
10.167.121.175,224.0.0.251,17,254,5353,5353,1711808011.859712
0.0.0.0,0.0.0.0,0,274,5353,5353,1711808011.859764
10.167.124.61,224.0.0.251,17,85,5353,5353,1711808011.859825
0.0.0.0,0.0.0.0,0,105,5353,5353,1711808011.859872
10.167.127.254,10.167.121.18,2048,56,0,0,1711808011.859907
10.167.122.12,239.255.255.250,17,167,38073,1900,1711808011.860525
10.167.127.254,10.167.120.54,2048,56,0,0,1711808011.860575
0.0.0.0,255.255.255.255,17,342,68,67,1711808011.862701
10.167.127.254,10.167.121.175,2048,56,0,0,1711808011.862738
0.0.0.0,0.0.0.0,0,219,5353,5353,1711808011.961248
10.167.127.254,10.167.127.231,2048,56,0,0,1711808011.961399
0.0.0.0,0.0.0.0,0,195,5353,5353,1711808011.961412
10.167.122.33,224.0.0.251,17,138,5353,5353,1711808012.063972
0.0.0.0,0.0.0.0,0,158,5353,5353,1711808012.064493
10.167.127.254,10.167.127.241,2048,56,0,0,1711808012.064665
10.167.127.254,10.167.126.75,2048,56,0,0,1711808012.065379
10.167.121.208,10.167.121.5,6,66,56831,71,1711808012.122071
10.167.121.208,10.167.121.5,6,66,56833,73,1711808012.122122
10.167.121.208,10.167.121.5,6,66,56832,72,1711808012.122126
10.167.121.208,10.167.121.5,6,66,56834,74,1711808012.124112
10.167.121.208,10.167.121.5,6,66,56836,76,1711808012.129982
10.167.121.208,10.167.121.5,6,66,56872,111,1711808012.129982
10.167.121.208,10.167.121.5,6,66,56835,75,1711808012.129982
10.167.121.208,10.167.121.5,6,66,56873,112,1711808012.129983
10.167.121.208,10.167.121.5,6,66,56837,77,1711808012.13006
10.167.121.208,10.167.121.5,6,66,56838,78,1711808012.1331
10.167.121.208,10.167.121.5,6,66,56874,113,1711808012.139146
10.167.121.208,10.167.121.5,6,66,56876,115,1711808012.139148
10.167.121.208,10.167.121.5,6,66,56875,114,1711808012.139149
10.167.121.208,10.167.121.5,6,66,56839,79,1711808012.139162
10.167.121.208,10.167.121.5,6,66,56840,80,1711808012.139197
10.167.121.208,10.167.121.5,6,66,56877,116,1711808012.142075
10.167.121.208,10.167.121.5,6,66,56880,119,1711808012.144702
10.167.121.208,10.167.121.5,6,66,56879,118,1711808012.144702
10.167.121.208,10.167.121.5,6,66,56878,117,1711808012.14471
10.167.121.208,10.167.121.5,6,66,56881,120,1711808012.144753
10.167.127.237,224.0.0.251,17,85,5353,5353,1711808012.165777
